"PASSENGERS","DISTANCE","UNIQUE_CARRIER","AIRLINE_ID","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","YEAR","MONTH",
476.00,660.00,"WN",19393,"Southwest Airlines Co.",12339,1233904,32337,"IND","Indianapolis, IN","IN",12953,1295302,31703,"LGA","New York, NY","NY",2017,6,
477.00,173.00,"B6",20409,"JetBlue Airways",12478,1247803,31703,"JFK","New York, NY","NY",13541,1354102,33541,"MVY","Martha's Vineyard, MA","MA",2017,5,
477.00,283.00,"AX",20237,"Trans States Airlines",10792,1079204,30792,"BUF","Buffalo, NY","NY",12264,1226402,30852,"IAD","Washington, DC","VA",2017,2,
477.00,1206.00,"WN",19393,"Southwest Airlines Co.",11259,1125903,30194,"DAL","Dallas, TX","TX",10792,1079204,30792,"BUF","Buffalo, NY","NY",2017,6,
481.00,780.00,"9E",20363,"Endeavor Air Inc.",10397,1039705,30397,"ATL","Atlanta, GA","GA",12197,1219702,31703,"HPN","White Plains, NY","NY",2017,3,
481.00,145.00,"9K",20253,"Cape Air",10721,1072102,30721,"BOS","Boston, MA","MA",10257,1025702,30257,"ALB","Albany, NY","NY",2017,1,
481.00,305.00,"EV",20366,"ExpressJet Airlines Inc.",10990,1099003,30990,"CHO","Charlottesville, VA","VA",12953,1295302,31703,"LGA","New York, NY","NY",2017,2,
481.00,265.00,"ZW",20046,"Air Wisconsin Airlines Corp",15096,1509602,35096,"SYR","Syracuse, NY","NY",10721,1072102,30721,"BOS","Boston, MA","MA",2017,5,
483.00,191.00,"04Q",21080,"Tradewind Aviation",12197,1219702,31703,"HPN","White Plains, NY","NY",10154,1015403,30154,"ACK","Nantucket, MA","MA",2017,6,
484.00,618.00,"9E",20363,"Endeavor Air Inc.",12953,1295302,31703,"LGA","New York, NY","NY",11986,1198603,31986,"GRR","Grand Rapids, MI","MI",2017,1,
484.00,604.00,"EV",20366,"ExpressJet Airlines Inc.",12953,1295302,31703,"LGA","New York, NY","NY",12945,1294503,32945,"LEX","Lexington, KY","KY",2017,2,
484.00,2378.00,"VX",21171,"Virgin America",12478,1247803,31703,"JFK","New York, NY","NY",14262,1426204,34262,"PSP","Palm Springs, CA","CA",2017,2,
485.00,265.00,"ZW",20046,"Air Wisconsin Airlines Corp",15096,1509602,35096,"SYR","Syracuse, NY","NY",10721,1072102,30721,"BOS","Boston, MA","MA",2017,3,
485.00,500.00,"YX",20452,"Republic Airlines",12323,1232303,32323,"ILM","Wilmington, NC","NC",12953,1295302,31703,"LGA","New York, NY","NY",2017,3,
485.00,431.00,"AX",20237,"Trans States Airlines",12953,1295302,31703,"LGA","New York, NY","NY",14492,1449202,34492,"RDU","Raleigh/Durham, NC","NC",2017,3,
487.00,325.00,"YV",20378,"Mesa Airlines Inc.",12264,1226402,30852,"IAD","Washington, DC","VA",10257,1025702,30257,"ALB","Albany, NY","NY",2017,3,
488.00,502.00,"AX",20237,"Trans States Airlines",12953,1295302,31703,"LGA","New York, NY","NY",11433,1143302,31295,"DTW","Detroit, MI","MI",2017,3,
489.00,201.00,"KS",20225,"Peninsula Airways Inc.",14025,1402501,34025,"PBG","Plattsburgh, NY","NY",10721,1072102,30721,"BOS","Boston, MA","MA",2017,3,
489.00,502.00,"AX",20237,"Trans States Airlines",11433,1143302,31295,"DTW","Detroit, MI","MI",12953,1295302,31703,"LGA","New York, NY","NY",2017,3,
489.00,241.00,"EV",20366,"ExpressJet Airlines Inc.",11433,1143302,31295,"DTW","Detroit, MI","MI",10792,1079204,30792,"BUF","Buffalo, NY","NY",2017,6,
489.00,241.00,"9E",20363,"Endeavor Air Inc.",11433,1143302,31295,"DTW","Detroit, MI","MI",10792,1079204,30792,"BUF","Buffalo, NY","NY",2017,1,
489.00,335.00,"OH",20397,"PSA Airlines Inc.",12953,1295302,31703,"LGA","New York, NY","NY",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",2017,2,
490.00,213.00,"DL",19790,"Delta Air Lines Inc.",11278,1127803,30852,"DCA","Washington, DC","VA",12478,1247803,31703,"JFK","New York, NY","NY",2017,3,
490.00,618.00,"9E",20363,"Endeavor Air Inc.",12953,1295302,31703,"LGA","New York, NY","NY",11986,1198603,31986,"GRR","Grand Rapids, MI","MI",2017,2,
491.00,474.00,"YX",20452,"Republic Airlines",13930,1393004,30977,"ORD","Chicago, IL","IL",10792,1079204,30792,"BUF","Buffalo, NY","NY",2017,2,
491.00,145.00,"9K",20253,"Cape Air",10721,1072102,30721,"BOS","Boston, MA","MA",10257,1025702,30257,"ALB","Albany, NY","NY",2017,5,
493.00,145.00,"9K",20253,"Cape Air",10257,1025702,30257,"ALB","Albany, NY","NY",10721,1072102,30721,"BOS","Boston, MA","MA",2017,1,
494.00,617.00,"EV",20366,"ExpressJet Airlines Inc.",10868,1086803,30868,"CAE","Columbia, SC","SC",12953,1295302,31703,"LGA","New York, NY","NY",2017,2,
495.00,2469.00,"AA",19805,"American Airlines Inc.",12953,1295302,31703,"LGA","New York, NY","NY",12892,1289205,32575,"LAX","Los Angeles, CA","CA",2017,5,
496.00,1010.00,"9E",20363,"Endeavor Air Inc.",12953,1295302,31703,"LGA","New York, NY","NY",15304,1530402,33195,"TPA","Tampa, FL","FL",2017,2,
496.00,288.00,"YV",20378,"Mesa Airlines Inc.",14576,1457604,34576,"ROC","Rochester, NY","NY",12264,1226402,30852,"IAD","Washington, DC","VA",2017,5,
497.00,461.00,"9E",20363,"Endeavor Air Inc.",11995,1199502,31995,"GSO","Greensboro/High Point, NC","NC",12953,1295302,31703,"LGA","New York, NY","NY",2017,1,
499.00,241.00,"9E",20363,"Endeavor Air Inc.",10792,1079204,30792,"BUF","Buffalo, NY","NY",11433,1143302,31295,"DTW","Detroit, MI","MI",2017,1,
499.00,502.00,"ZW",20046,"Air Wisconsin Airlines Corp",11433,1143302,31295,"DTW","Detroit, MI","MI",12953,1295302,31703,"LGA","New York, NY","NY",2017,1,
500.00,318.00,"ZW",20046,"Air Wisconsin Airlines Corp",11278,1127803,30852,"DCA","Washington, DC","VA",10257,1025702,30257,"ALB","Albany, NY","NY",2017,3,
